"match_id","home_team","home_score","away_score","away_team","date"
"426","Highlanders",45,5,"Sharks","2002-03-02 13:00:00"
"427","Stormers",40,13,"Hurricanes","2002-03-08 13:00:00"
"428","Brumbies",38,8,"Sharks","2002-03-08 13:00:00"
"429","Highlanders",40,8,"Cats","2002-03-08 13:00:00"
"430","Bulls",19,51,"Waratahs","2002-03-09 13:00:00"
"431","Reds",27,13,"Chiefs","2002-03-09 13:00:00"
"432","Crusaders",30,11,"Blues","2002-03-09 13:00:00"
"433","Hurricanes",40,17,"Sharks","2002-03-15 13:00:00"
"434","Stormers",20,21,"Highlanders","2002-03-16 13:00:00"
"435","Bulls",35,45,"Brumbies","2002-03-16 13:00:00"
"436","Waratahs",44,21,"Cats","2002-03-16 13:00:00"
"437","Reds",27,34,"Crusaders","2002-03-17 13:00:00"
"438","Bulls",17,54,"Highlanders","2002-03-22 13:00:00"
"439","Hurricanes",30,21,"Cats","2002-03-22 13:00:00"
"440","Stormers",15,36,"Brumbies","2002-03-23 13:00:00"
"441","Waratahs",42,8,"Sharks","2002-03-23 13:00:00"
"442","Blues",37,30,"Chiefs","2002-03-23 13:00:00"
"443","Blues",22,20,"Waratahs","2002-03-29 13:00:00"
"444","Highlanders",24,29,"Chiefs","2002-03-30 13:00:00"
"445","Hurricanes",22,18,"Reds","2002-03-30 13:00:00"
"446","Crusaders",33,32,"Brumbies","2002-03-31 13:00:00"
"447","Highlanders",19,10,"Hurricanes","2002-04-05 13:00:00"
"448","Cats",25,36,"Chiefs","2002-04-06 13:00:00"
"449","Sharks",20,13,"Blues","2002-04-06 13:00:00"
"450","Reds",49,46,"Stormers","2002-04-06 13:00:00"
"451","Crusaders",49,15,"Bulls","2002-04-06 13:00:00"
"452","Cats",12,24,"Blues","2002-04-12 13:00:00"
"453","Reds",48,12,"Bulls","2002-04-12 13:00:00"
"454","Crusaders",41,21,"Stormers","2002-04-12 13:00:00"
"455","Sharks",21,18,"Chiefs","2002-04-13 13:00:00"
"456","Waratahs",31,13,"Highlanders","2002-04-13 13:00:00"
"457","Brumbies",13,20,"Hurricanes","2002-04-14 13:00:00"
"458","Blues",65,24,"Bulls","2002-04-19 13:00:00"
"459","Sharks",34,37,"Crusaders","2002-04-20 13:00:00"
"460","Cats",15,27,"Reds","2002-04-20 13:00:00"
"461","Waratahs",19,11,"Brumbies","2002-04-20 13:00:00"
"462","Chiefs",33,45,"Stormers","2002-04-20 13:00:00"
"463","Cats",30,37,"Crusaders","2002-04-26 13:00:00"
"464","Brumbies",18,25,"Highlanders","2002-04-26 13:00:00"
"465","Blues",25,6,"Stormers","2002-04-26 13:00:00"
"466","Sharks",29,30,"Reds","2002-04-27 13:00:00"
"467","Waratahs",19,13,"Hurricanes","2002-04-27 13:00:00"
"468","Chiefs",53,24,"Bulls","2002-04-27 13:00:00"
"469","Blues",13,20,"Highlanders","2002-05-03 13:00:00"
"470","Bulls",10,23,"Sharks","2002-05-04 13:00:00"
"471","Cats",25,36,"Stormers","2002-05-04 13:00:00"
"472","Chiefs",15,42,"Brumbies","2002-05-04 13:00:00"
"473","Hurricanes",20,48,"Crusaders","2002-05-04 13:00:00"
"474","Reds",31,24,"Waratahs","2002-05-05 13:00:00"
"475","Brumbies",46,25,"Blues","2002-05-10 13:00:00"
"476","Chiefs",44,20,"Hurricanes","2002-05-10 13:00:00"
"477","Sharks",38,11,"Cats","2002-05-11 13:00:00"
"478","Stormers",31,27,"Bulls","2002-05-11 13:00:00"
"479","Crusaders",96,19,"Waratahs","2002-05-11 13:00:00"
"480","Highlanders",40,26,"Reds","2002-05-11 13:00:00"
"481","Waratahs",10,51,"Brumbies","2002-05-18 13:00:00"
"482","Crusaders",34,23,"Highlanders","2002-05-18 13:00:00"
"483","Crusaders",31,13,"Brumbies","2002-05-25 13:00:00"
"484","Stormers",40,18,"Sharks","2003-02-21 13:00:00"
"485","Cats",26,34,"Bulls","2003-02-21 13:00:00"
"486","Chiefs",16,29,"Highlanders","2003-02-21 13:00:00"
"487","Waratahs",18,31,"Blues","2003-02-21 13:00:00"
"488","Reds",19,22,"Brumbies","2003-02-22 13:00:00"
"489","Crusaders",37,21,"Hurricanes","2003-02-22 13:00:00"
"490","Chiefs",27,30,"Blues","2003-02-28 13:00:00"
"491","Cats",36,48,"Waratahs","2003-03-01 13:00:00"
"492","Sharks",25,17,"Brumbies","2003-03-01 13:00:00"
"493","Crusaders",34,6,"Reds","2003-03-01 13:00:00"
"494","Hurricanes",34,46,"Bulls","2003-03-01 13:00:00"
"495","Highlanders",41,17,"Stormers","2003-03-01 13:00:00"
"496","Cats",34,32,"Brumbies","2003-03-07 13:00:00"
"497","Highlanders",29,22,"Bulls","2003-03-07 13:00:00"
"498","Hurricanes",33,18,"Stormers","2003-03-07 13:00:00"
"499","Sharks",36,49,"Waratahs","2003-03-08 13:00:00"
"500","Blues",39,5,"Crusaders","2003-03-08 13:00:00"
"501","Chiefs",43,27,"Reds","2003-03-08 13:00:00"
"502","Sharks",20,35,"Hurricanes","2003-03-14 13:00:00"
"503","Brumbies",37,22,"Stormers","2003-03-14 13:00:00"
"504","Crusaders",36,29,"Chiefs","2003-03-14 13:00:00"
"505","Cats",33,21,"Highlanders","2003-03-15 13:00:00"
"506","Waratahs",26,16,"Bulls","2003-03-15 13:00:00"
"507","Sharks",19,23,"Highlanders","2003-03-21 13:00:00"
"508","Waratahs",29,39,"Stormers","2003-03-21 13:00:00"
"509","Blues",62,20,"Reds","2003-03-21 13:00:00"
"510","Cats",21,28,"Hurricanes","2003-03-22 13:00:00"
"511","Brumbies",64,26,"Bulls","2003-03-22 13:00:00"
"512","Blues",41,15,"Brumbies","2003-03-28 13:00:00"
"513","Cats",23,29,"Sharks","2003-03-29 13:00:00"
"514","Waratahs",23,35,"Reds","2003-03-29 13:00:00"
"515","Hurricanes",24,14,"Chiefs","2003-03-29 13:00:00"
"516","Highlanders",16,17,"Crusaders","2003-03-29 13:00:00"
"517","Reds",23,26,"Hurricanes","2003-04-04 13:00:00"
"518","Highlanders",22,11,"Blues","2003-04-04 13:00:00"
"519","Bulls",24,27,"Stormers","2003-04-05 13:00:00"
"520","Waratahs",34,31,"Crusaders","2003-04-05 13:00:00"
"521","Brumbies",55,31,"Chiefs","2003-04-06 14:00:00"
"522","Hurricanes",42,26,"Waratahs","2003-04-11 13:00:00"
"523","Stormers",20,41,"Reds","2003-04-12 13:00:00"
"524","Bulls",28,56,"Blues","2003-04-12 13:00:00"
"525","Crusaders",65,34,"Cats","2003-04-12 13:00:00"
"526","Chiefs",25,31,"Sharks","2003-04-12 13:00:00"
"527","Brumbies",41,15,"Waratahs","2003-04-18 13:00:00"
"528","Crusaders",23,18,"Sharks","2003-04-18 13:00:00"
"529","Bulls",39,19,"Reds","2003-04-19 13:00:00"
"530","Stormers",8,36,"Blues","2003-04-19 13:00:00"
"531","Hurricanes",37,15,"Highlanders","2003-04-19 13:00:00"
"532","Chiefs",40,9,"Cats","2003-04-19 13:00:00"
"533","Highlanders",45,19,"Brumbies","2003-04-25 13:00:00"
"534","Stormers",24,23,"Chiefs","2003-04-26 13:00:00"
"535","Bulls",32,31,"Crusaders","2003-04-26 13:00:00"
"536","Reds",41,13,"Cats","2003-04-26 13:00:00"
"537","Blues",25,16,"Sharks","2003-04-26 13:00:00"
"538","Stormers",13,51,"Crusaders","2003-05-02 13:00:00"
"539","Blues",33,9,"Cats","2003-05-02 13:00:00"
"540","Bulls",29,26,"Chiefs","2003-05-03 13:00:00"
"541","Reds",22,13,"Sharks","2003-05-03 13:00:00"
"542","Hurricanes",27,35,"Brumbies","2003-05-03 13:00:00"
"543","Highlanders",23,27,"Waratahs","2003-05-03 13:00:00"
"544","Brumbies",21,28,"Crusaders","2003-05-09 13:00:00"
"545","Blues",29,17,"Hurricanes","2003-05-09 13:00:00"
"546","Stormers",27,21,"Cats","2003-05-10 13:00:00"
"547","Sharks",16,24,"Bulls","2003-05-10 13:00:00"
"548","Waratahs",25,14,"Chiefs","2003-05-10 13:00:00"
"549","Reds",28,23,"Highlanders","2003-05-10 13:00:00"
"550","Crusaders",39,16,"Hurricanes","2003-05-16 13:00:00"
"551","Blues",42,21,"Brumbies","2003-05-17 13:00:00"
"552","Blues",21,17,"Crusaders","2003-05-24 13:00:00"
"553","Cats",23,28,"Stormers","2004-02-20 13:00:00"
"554","Highlanders",39,8,"Reds","2004-02-20 13:00:00"
"555","Bulls",18,23,"Sharks","2004-02-21 13:00:00"
"556","Brumbies",44,27,"Blues","2004-02-21 13:00:00"
"557","Chiefs",19,7,"Hurricanes","2004-02-21 13:00:00"
"558","Crusaders",19,43,"Waratahs","2004-02-21 13:00:00"
"559","Brumbies",68,28,"Cats","2004-02-27 13:00:00"
"560","Crusaders",29,38,"Blues","2004-02-27 13:00:00"
"561","Bulls",40,19,"Hurricanes","2004-02-28 13:00:00"
"562","Stormers",46,25,"Highlanders","2004-02-28 13:00:00"
"563","Reds",39,25,"Chiefs","2004-02-28 13:00:00"
"564","Waratahs",48,14,"Sharks","2004-02-28 13:00:00"
"565","Bulls",16,16,"Highlanders","2004-03-05 13:00:00"
"566","Waratahs",46,10,"Cats","2004-03-05 13:00:00"
"567","Blues",20,27,"Chiefs","2004-03-05 13:00:00"
"568","Stormers",19,25,"Hurricanes","2004-03-06 13:00:00"
"569","Reds",17,20,"Crusaders","2004-03-06 13:00:00"
"570","Brumbies",23,20,"Sharks","2004-03-06 13:00:00"
"571","Highlanders",35,36,"Sharks","2004-03-12 13:00:00"
"572","Stormers",27,23,"Waratahs","2004-03-13 13:00:00"
"573","Bulls",32,21,"Brumbies","2004-03-13 13:00:00"
"574","Reds",20,3,"Blues","2004-03-13 13:00:00"
"575","Hurricanes",42,25,"Cats","2004-03-13 13:00:00"
"576","Bulls",38,27,"Waratahs","2004-03-19 13:00:00"
"577","Hurricanes",20,21,"Sharks","2004-03-19 13:00:00"
"578","Stormers",15,33,"Brumbies","2004-03-20 13:00:00"
"579","Chiefs",15,36,"Crusaders","2004-03-20 13:00:00"
"580","Highlanders",29,17,"Cats","2004-03-20 13:00:00"
"581","Hurricanes",26,26,"Blues","2004-03-26 13:00:00"
"582","Chiefs",32,17,"Waratahs","2004-03-27 13:00:00"
"583","Stormers",25,11,"Bulls","2004-03-27 13:00:00"
"584","Crusaders",46,29,"Highlanders","2004-03-27 13:00:00"
"585","Brumbies",51,8,"Reds","2004-03-28 13:00:00"
"586","Highlanders",31,36,"Chiefs","2004-04-02 13:00:00"
"587","Sharks",42,28,"Cats","2004-04-03 13:00:00"
"588","Hurricanes",29,12,"Reds","2004-04-03 13:00:00"
"589","Crusaders",47,28,"Brumbies","2004-04-03 13:00:00"
"590","Blues",22,17,"Waratahs","2004-04-04 14:00:00"
"591","Brumbies",50,18,"Highlanders","2004-04-09 13:00:00"
"592","Blues",56,19,"Bulls","2004-04-09 13:00:00"
"593","Cats",23,21,"Chiefs","2004-04-10 13:00:00"
"594","Sharks",29,25,"Crusaders","2004-04-10 13:00:00"
"595","Reds",20,21,"Stormers","2004-04-10 13:00:00"
"596","Sharks",27,34,"Chiefs","2004-04-16 13:00:00"
"597","Reds",17,23,"Bulls","2004-04-16 13:00:00"
"598","Blues",23,51,"Stormers","2004-04-16 13:00:00"
"599","Cats",37,39,"Crusaders","2004-04-17 13:00:00"
"600","Waratahs",49,31,"Hurricanes","2004-04-17 13:00:00"
"601","Chiefs",29,14,"Stormers","2004-04-23 13:00:00"
"602","Cats",28,35,"Blues","2004-04-24 13:00:00"
"603","Sharks",5,6,"Reds","2004-04-24 13:00:00"
"604","Waratahs",37,29,"Brumbies","2004-04-24 13:00:00"
"605","Highlanders",26,14,"Hurricanes","2004-04-24 13:00:00"
"606","Crusaders",40,21,"Bulls","2004-04-24 13:00:00"
"607","Sharks",26,37,"Blues","2004-04-30 13:00:00"
"608","Chiefs",24,22,"Bulls","2004-04-30 13:00:00"
"609","Cats",23,47,"Reds","2004-05-01 13:00:00"
"610","Brumbies",46,25,"Hurricanes","2004-05-01 13:00:00"
"611","Crusaders",24,9,"Stormers","2004-05-01 13:00:00"
"612","Waratahs",28,29,"Highlanders","2004-05-01 13:00:00"
"613","Hurricanes",37,20,"Crusaders","2004-05-07 13:00:00"
"614","Sharks",24,31,"Stormers","2004-05-08 13:00:00"
"615","Bulls",62,52,"Cats","2004-05-08 13:00:00"
"616","Reds",23,7,"Waratahs","2004-05-08 13:00:00"
"617","Blues",50,22,"Highlanders","2004-05-08 13:00:00"
"618","Chiefs",12,15,"Brumbies","2004-05-08 13:00:00"
"619","Brumbies",32,17,"Chiefs","2004-05-15 13:00:00"
"620","Crusaders",27,16,"Stormers","2004-05-15 13:00:00"
"621","Brumbies",47,38,"Crusaders","2004-05-22 13:00:00"
"622","Waratahs",25,7,"Chiefs","2005-02-25 13:00:00"
"623","Highlanders",14,30,"Blues","2005-02-25 13:00:00"
"624","Stormers",26,12,"Sharks","2005-02-25 13:00:00"
"625","Reds",10,24,"Hurricanes","2005-02-26 13:00:00"
"626","Cats",23,17,"Bulls","2005-02-26 13:00:00"
"627","Brumbies",32,21,"Crusaders","2005-02-26 13:00:00"
"628","Brumbies",21,19,"Bulls","2005-03-04 13:00:00"
"629","Blues",18,15,"Reds","2005-03-04 13:00:00"
"630","Crusaders",50,18,"Chiefs","2005-03-05 13:00:00"
"631","Cats",32,45,"Hurricanes","2005-03-05 13:00:00"
"632","Highlanders",16,16,"Stormers","2005-03-05 13:00:00"
"633","Sharks",13,36,"Waratahs","2005-03-05 13:00:00"
"634","Highlanders",23,0,"Bulls","2005-03-11 13:00:00"
"635","Brumbies",22,19,"Stormers","2005-03-11 13:00:00"
"636","Sharks",23,29,"Hurricanes","2005-03-11 13:00:00"
"637","Cats",19,40,"Waratahs","2005-03-12 13:00:00"
"638","Chiefs",18,9,"Blues","2005-03-12 13:00:00"
"639","Crusaders",59,24,"Reds","2005-03-12 13:00:00"
"640","Chiefs",6,20,"Reds","2005-03-18 13:00:00"
"641","Waratahs",25,10,"Stormers","2005-03-19 13:00:00"
"642","Cats",29,34,"Brumbies","2005-03-19 13:00:00"
"643","Hurricanes",12,21,"Bulls","2005-03-19 13:00:00"
"644","Sharks",7,43,"Highlanders","2005-03-19 13:00:00"
"645","Blues",19,41,"Crusaders","2005-03-19 13:00:00"
"646","Hurricanes",12,9,"Stormers","2005-03-25 13:00:00"
"647","Cats",12,16,"Highlanders","2005-03-25 13:00:00"
"648","Waratahs",42,12,"Bulls","2005-03-26 13:00:00"
"649","Sharks",36,24,"Brumbies","2005-03-26 13:00:00"
"650","Hurricanes",28,16,"Chiefs","2005-04-01 13:00:00"
"651","Reds",16,23,"Highlanders","2005-04-01 13:00:00"
"652","Waratahs",27,33,"Crusaders","2005-04-02 13:00:00"
"653","Blues",17,0,"Brumbies","2005-04-02 13:00:00"
"654","Highlanders",19,18,"Brumbies","2005-04-08 13:00:00"
"655","Blues",23,6,"Cats","2005-04-09 13:00:00"
"656","Chiefs",40,5,"Sharks","2005-04-09 13:00:00"
"657","Stormers",15,13,"Reds","2005-04-09 13:00:00"
"658","Bulls",35,20,"Crusaders","2005-04-09 13:00:00"
"659","Hurricanes",26,24,"Waratahs","2005-04-10 13:00:00"
"660","Chiefs",45,14,"Cats","2005-04-15 13:00:00"
"661","Bulls",32,7,"Reds","2005-04-15 13:00:00"
"662","Blues",36,13,"Sharks","2005-04-16 13:00:00"
"663","Stormers",23,51,"Crusaders","2005-04-16 13:00:00"
"664","Brumbies",6,10,"Waratahs","2005-04-16 13:00:00"
"665","Hurricanes",16,26,"Highlanders","2005-04-22 13:00:00"
"666","Crusaders",40,36,"Cats","2005-04-22 13:00:00"
"667","Reds",30,25,"Sharks","2005-04-23 13:00:00"
"668","Bulls",29,26,"Chiefs","2005-04-23 13:00:00"
"669","Stormers",24,37,"Blues","2005-04-23 13:00:00"
"670","Reds",21,15,"Cats","2005-04-29 13:00:00"
"671","Crusaders",77,34,"Sharks","2005-04-29 13:00:00"
"672","Bulls",38,24,"Blues","2005-04-29 13:00:00"
"673","Hurricanes",49,37,"Brumbies","2005-04-30 13:00:00"
"674","Highlanders",20,41,"Waratahs","2005-04-30 13:00:00"
"675","Stormers",34,37,"Chiefs","2005-04-30 13:00:00"
"676","Blues",10,22,"Hurricanes","2005-05-06 13:00:00"
"677","Waratahs",27,8,"Reds","2005-05-06 13:00:00"
"678","Sharks",17,23,"Bulls","2005-05-07 13:00:00"
"679","Stormers",25,20,"Cats","2005-05-07 13:00:00"
"680","Brumbies",28,28,"Chiefs","2005-05-07 13:00:00"
"681","Highlanders",13,27,"Crusaders","2005-05-07 13:00:00"
"682","Crusaders",40,20,"Hurricanes","2005-05-13 13:00:00"
"683","Waratahs",23,13,"Blues","2005-05-13 13:00:00"
"684","Chiefs",31,8,"Highlanders","2005-05-14 13:00:00"
"685","Bulls",75,14,"Stormers","2005-05-14 13:00:00"
"686","Reds",21,38,"Brumbies","2005-05-14 13:00:00"
"687","Cats",20,20,"Sharks","2005-05-14 13:00:00"
"688","Crusaders",47,7,"Hurricanes","2005-05-21 13:00:00"
"689","Waratahs",23,13,"Bulls","2005-05-21 13:00:00"
"690","Crusaders",35,25,"Waratahs","2005-05-28 13:00:00"
"691","Blues",19,37,"Hurricanes","2006-02-10 19:35:00"
"692","Force",10,25,"Brumbies","2006-02-11 00:05:00"
"693","Cheetahs",18,30,"Bulls","2006-02-11 06:10:00"
"694","Crusaders",38,15,"Highlanders","2006-02-11 19:35:00"
"695","Reds",12,16,"Waratahs","2006-02-11 22:40:00"
"696","Cats",12,23,"Stormers","2006-02-12 04:00:00"
"697","Sharks",30,21,"Chiefs","2006-02-12 06:10:00"
"698","Highlanders",25,13,"Blues","2006-02-17 19:35:00"
"699","Cats",21,16,"Chiefs","2006-02-18 05:00:00"
"700","Bulls",21,27,"Brumbies","2006-02-18 07:00:00"
"701","Hurricanes",29,5,"Force","2006-02-18 19:35:00"
"702","Reds",21,47,"Crusaders","2006-02-18 22:00:00"
"703","Sharks",26,27,"Cheetahs","2006-02-19 04:00:00"
"704","Stormers",26,32,"Waratahs","2006-02-19 06:10:00"
"705","Hurricanes",29,16,"Cats","2006-02-24 19:35:00"
"706","Force",9,26,"Chiefs","2006-02-25 00:05:00"
"707","Stormers",15,15,"Brumbies","2006-02-25 06:10:00"
"708","Crusaders",22,20,"Sharks","2006-02-25 17:30:00"
"709","Reds",20,21,"Blues","2006-02-25 22:35:00"
"710","Bulls",26,17,"Waratahs","2006-02-26 04:00:00"
"711","Cheetahs",12,17,"Highlanders","2006-02-26 06:10:00"
"712","Chiefs",35,17,"Reds","2006-03-03 19:35:00"
"713","Brumbies",28,7,"Cats","2006-03-03 21:40:00"
"714","Waratahs",31,16,"Sharks","2006-03-04 17:30:00"
"715","Crusaders",39,10,"Blues","2006-03-04 19:35:00"
"716","Stormers",15,30,"Highlanders","2006-03-05 04:00:00"
"717","Cheetahs",27,25,"Hurricanes","2006-03-05 06:10:00"
"718","Chiefs",19,25,"Crusaders","2006-03-10 19:35:00"
"719","Waratahs",50,3,"Cats","2006-03-10 21:40:00"
"720","Brumbies",35,30,"Sharks","2006-03-11 21:00:00"
"721","Reds",29,18,"Force","2006-03-11 23:05:00"
"722","Bulls",23,16,"Highlanders","2006-03-12 04:00:00"
"723","Stormers",19,23,"Hurricanes","2006-03-12 06:10:00"
"724","Crusaders",43,15,"Cats","2006-03-17 19:35:00"
"725","Force",7,32,"Waratahs","2006-03-18 00:00:00"
"726","Bulls",23,26,"Hurricanes","2006-03-18 06:10:00"
"727","Blues",26,15,"Brumbies","2006-03-18 17:30:00"
"728","Highlanders",11,26,"Sharks","2006-03-18 19:35:00"
"729","Stormers",25,31,"Cheetahs","2006-03-19 04:00:00"
"730","Hurricanes",23,17,"Sharks","2006-03-24 20:00:00"
"731","Waratahs",43,9,"Blues","2006-03-24 22:05:00"
"732","Cheetahs",10,6,"Reds","2006-03-25 06:10:00"
"733","Brumbies",28,26,"Chiefs","2006-03-25 18:30:00"
"734","Highlanders",16,14,"Cats","2006-03-25 20:35:00"
"735","Force",21,30,"Bulls","2006-03-26 01:05:00"
"736","Blues",30,17,"Bulls","2006-03-31 21:00:00"
"737","Waratahs",26,3,"Cheetahs","2006-03-31 23:05:00"
"738","Force",25,26,"Stormers","2006-04-01 01:10:00"
"739","Hurricanes",11,20,"Crusaders","2006-04-01 20:30:00"
"740","Chiefs",16,13,"Highlanders","2006-04-01 22:35:00"
"741","Sharks",36,28,"Reds","2006-04-02 06:00:00"
"742","Crusaders",17,11,"Waratahs","2006-04-07 21:35:00"
"743","Highlanders",25,22,"Force","2006-04-08 16:35:00"
"744","Chiefs",26,26,"Bulls","2006-04-08 19:30:00"
"745","Blues",32,15,"Stormers","2006-04-08 21:35:00"
"746","Brumbies",53,20,"Cheetahs","2006-04-08 23:40:00"
"747","Cats",16,23,"Reds","2006-04-09 05:00:00"
"748","Blues",39,8,"Force","2006-04-14 21:35:00"
"749","Crusaders",53,17,"Cheetahs","2006-04-15 19:30:00"
"750","Chiefs",30,20,"Stormers","2006-04-15 21:35:00"
"751","Reds",20,19,"Bulls","2006-04-15 23:40:00"
"752","Cats",8,36,"Sharks","2006-04-16 05:00:00"
"753","Highlanders",13,29,"Hurricanes","2006-04-16 16:35:00"
"754","Waratahs",37,14,"Brumbies","2006-04-16 23:40:00"
"755","Chiefs",33,32,"Cheetahs","2006-04-21 21:35:00"
"756","Reds",20,24,"Stormers","2006-04-21 23:40:00"
"757","Force",23,23,"Crusaders","2006-04-22 01:40:00"
"758","Brumbies",21,16,"Hurricanes","2006-04-22 23:40:00"
"759","Sharks",32,15,"Blues","2006-04-23 03:00:00"
"760","Bulls",46,17,"Cats","2006-04-23 05:00:00"
"761","Highlanders",3,20,"Waratahs","2006-04-28 21:35:00"
"762","Cats",34,34,"Force","2006-04-29 07:10:00"
"763","Hurricanes",35,10,"Chiefs","2006-04-29 21:35:00"
"764","Brumbies",36,0,"Reds","2006-04-29 23:40:00"
"765","Cheetahs",33,34,"Blues","2006-04-30 03:00:00"
"766","Bulls",34,27,"Sharks","2006-04-30 05:00:00"
"767","Stormers",28,17,"Crusaders","2006-04-30 07:10:00"
"768","Hurricanes",26,22,"Reds","2006-05-05 21:35:00"
"769","Bulls",17,35,"Crusaders","2006-05-06 07:10:00"
"770","Chiefs",37,33,"Waratahs","2006-05-06 21:35:00"
"771","Brumbies",26,28,"Highlanders","2006-05-06 23:40:00"
"772","Cheetahs",14,16,"Force","2006-05-07 03:00:00"
"773","Sharks",24,17,"Stormers","2006-05-07 05:00:00"
"774","Cats",34,33,"Blues","2006-05-07 07:10:00"
"775","Crusaders",33,3,"Brumbies","2006-05-12 21:35:00"
"776","Reds",22,16,"Highlanders","2006-05-12 23:40:00"
"777","Sharks",41,25,"Force","2006-05-13 07:10:00"
"778","Blues",9,30,"Chiefs","2006-05-13 21:35:00"
"779","Waratahs",14,19,"Hurricanes","2006-05-13 23:40:00"
"780","Cheetahs",28,23,"Cats","2006-05-14 03:00:00"
"781","Stormers",10,43,"Bulls","2006-05-14 05:00:00"
"782","Hurricanes",16,14,"Waratahs","2006-05-19 21:35:00"
"783","Crusaders",35,15,"Bulls","2006-05-20 21:35:00"
"784","Crusaders",19,12,"Hurricanes","2006-05-27 21:35:00"
"785","Blues",34,25,"Crusaders","2007-02-02 19:35:00"
"786","Force",7,8,"Highlanders","2007-02-02 23:05:00"
"787","Lions",16,25,"Waratahs","2007-02-03 06:10:00"
"788","Chiefs",15,21,"Brumbies","2007-02-03 19:35:00"
"789","Reds",25,16,"Hurricanes","2007-02-03 22:40:00"
"790","Sharks",17,3,"Bulls","2007-02-04 04:00:00"
"791","Cheetahs",27,9,"Stormers","2007-02-04 06:10:00"
"792","Chiefs",32,39,"Hurricanes","2007-02-09 19:35:00"
"793","Stormers",3,22,"Force","2007-02-10 05:00:00"
"794","Sharks",22,9,"Waratahs","2007-02-10 07:05:00"
"795","Crusaders",33,22,"Reds","2007-02-10 19:35:00"
"796","Brumbies",15,17,"Blues","2007-02-10 21:40:00"
"797","Bulls",24,20,"Cheetahs","2007-02-11 04:00:00"
"798","Lions",11,6,"Highlanders","2007-02-11 06:10:00"
"799","Stormers",21,16,"Chiefs","2007-02-17 05:30:00"
"800","Bulls",27,30,"Force","2007-02-17 07:35:00"
"801","Hurricanes",23,22,"Blues","2007-02-17 19:35:00"
"802","Reds",3,6,"Brumbies","2007-02-17 22:05:00"
"803","Cheetahs",30,26,"Waratahs","2007-02-18 03:00:00"
"804","Lions",9,3,"Crusaders","2007-02-18 05:30:00"
"805","Sharks",23,16,"Highlanders","2007-02-18 07:30:00"
"806","Hurricanes",11,10,"Brumbies","2007-02-23 19:35:00"
"807","Highlanders",35,24,"Stormers","2007-02-24 17:35:00"
"808","Blues",38,13,"Reds","2007-02-24 19:35:00"
"809","Force",24,25,"Lions","2007-02-24 23:05:00"
"810","Bulls",30,27,"Chiefs","2007-02-25 04:00:00"
"811","Cheetahs",28,49,"Crusaders","2007-02-25 06:10:00"
"812","Blues",28,9,"Highlanders","2007-03-02 19:35:00"
"813","Waratahs",16,16,"Force","2007-03-02 21:40:00"
"814","Cheetahs",22,22,"Chiefs","2007-03-03 06:10:00"
"815","Hurricanes",17,30,"Stormers","2007-03-03 19:05:00"
"816","Brumbies",7,19,"Bulls","2007-03-03 21:10:00"
"817","Reds",20,26,"Lions","2007-03-03 22:15:00"
"818","Sharks",27,26,"Crusaders","2007-03-04 04:00:00"
"819","Highlanders",33,17,"Reds","2007-03-09 19:35:00"
"820","Brumbies",26,13,"Stormers","2007-03-09 21:40:00"
"821","Force",18,17,"Hurricanes","2007-03-09 23:45:00"
"822","Blues",41,14,"Lions","2007-03-10 19:35:00"
"823","Waratahs",19,32,"Bulls","2007-03-10 21:40:00"
"824","Cheetahs",14,30,"Sharks","2007-03-11 04:00:00"
"825","Chiefs",34,7,"Lions","2007-03-16 19:35:00"
"826","Force",38,3,"Reds","2007-03-16 23:05:00"
"827","Crusaders",32,10,"Bulls","2007-03-17 19:35:00"
"828","Waratahs",10,16,"Stormers","2007-03-17 21:40:00"
"829","Cheetahs",38,20,"Brumbies","2007-03-18 04:00:00"
"830","Sharks",27,14,"Hurricanes","2007-03-18 06:10:00"
"831","Blues",34,6,"Waratahs","2007-03-23 20:35:00"
"832","Highlanders",13,22,"Bulls","2007-03-24 18:30:00"
"833","Crusaders",36,11,"Stormers","2007-03-24 20:35:00"
"834","Reds",19,21,"Chiefs","2007-03-24 22:40:00"
"835","Sharks",10,21,"Brumbies","2007-03-25 04:00:00"
"836","Lions",30,7,"Hurricanes","2007-03-25 06:10:00"
"837","Highlanders",21,17,"Cheetahs","2007-03-30 21:35:00"
"838","Force",22,12,"Sharks","2007-03-31 01:05:00"
"839","Hurricanes",17,9,"Bulls","2007-03-31 20:30:00"
"840","Chiefs",11,18,"Blues","2007-03-31 22:35:00"
"841","Waratahs",33,34,"Crusaders","2007-04-01 00:40:00"
"842","Lions",9,14,"Brumbies","2007-04-01 06:00:00"
"843","Blues",26,8,"Cheetahs","2007-04-06 21:35:00"
"844","Highlanders",34,38,"Chiefs","2007-04-07 16:35:00"
"845","Crusaders",53,0,"Force","2007-04-07 21:35:00"
"846","Reds",16,59,"Sharks","2007-04-07 23:40:00"
"847","Stormers",30,8,"Lions","2007-04-08 05:00:00"
"848","Brumbies",36,10,"Waratahs","2007-04-08 23:40:00"
"849","Hurricanes",37,15,"Cheetahs","2007-04-13 21:35:00"
"850","Chiefs",64,36,"Force","2007-04-14 16:35:00"
"851","Highlanders",3,38,"Crusaders","2007-04-14 19:30:00"
"852","Blues",25,32,"Sharks","2007-04-14 21:35:00"
